/* The Number of Nodes */
35
/* The Size of the Map */
30
/* The maximum Flight Distance of Drone for a Single Flight */
9
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
2.5
/* The Locations ( x_coor ; y_coor ; Name ) */
0.6660745138395967;  28.33861821390859;  Depot
-29.948590911848918;  0.04662828912105965;  v_1
24.05833603673434;  5.627177862698012;  v_2
-23.543926569193257;  -6.084382814870391;  v_3
27.13043564357354;  2.4837848178662654;  v_4
17.022999312188226;  -9.831145960734563;  v_5
-8.780995469588639;  -15.379835405355557;  v_6
18.453062704036384;  -8.893876325635532;  v_7
-15.188629015407226;  22.04872409862716;  v_8
-29.73707965978408;  -28.673083479294238;  v_9
22.347743212972844;  26.57955483517066;  v_10
17.723299215058695;  -4.079292667713361;  v_11
12.122637112320916;  22.65116998975202;  v_12
-12.490757762932098;  11.552747759528174;  v_13
-21.879849544231345;  -0.5199964810419253;  v_14
-2.9193946819126246;  21.409550876693196;  v_15
28.83870963476288;  28.32001713676685;  v_16
11.172455728164365;  -28.603914701649693;  v_17
-6.823323701134452;  -21.50068580621648;  v_18
-8.56108552920854;  24.887293494000417;  v_19
1.678281576845734;  -7.2358494281246095;  v_20
-29.96579363998923;  3.098784887112892;  v_21
-23.112207005910626;  25.110421302862846;  v_22
26.789787959425922;  1.024993588978493;  v_23
24.131476187352376;  -13.697999982124308;  v_24
18.146360642561177;  -3.258200053271608;  v_25
-23.659621730070732;  -11.927002348192332;  v_26
-11.670713523247226;  -4.497885090438473;  v_27
-14.935600179435504;  -15.710552627895133;  v_28
-26.532823268493505;  -27.895761133994583;  v_29
-19.725137632094587;  17.99143080040607;  v_30
25.192203997912642;  11.808138011954561;  v_31
8.198132763694325;  24.05660687300164;  v_32
12.93821510259287;  -5.882979732069259;  v_33
-3.5426489914844908;  -6.196449675601272;  v_34
