/* The Number of Nodes */
20
/* The Size of the Map */
35
/* The maximum Flight Distance of Drone for a Single Flight */
9
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
2.5
/* The Locations ( x_coor ; y_coor ; Name ) */
1.4464829580667455;  -9.534318995204057;  Depot
-9.906099212498475;  30.761625195139743;  v_1
26.138339027147538;  -30.594695624806477;  v_2
-11.458360237306447;  13.870223894788552;  v_3
-21.206882918136337;  -31.417160362589602;  v_4
-11.942659859784811;  -22.274010135062216;  v_5
-32.89775186045307;  24.673918575630978;  v_6
-2.829317088513804;  31.87936287704241;  v_7
28.363650041846782;  -29.629195341938853;  v_8
10.447939869301194;  1.0663479378157348;  v_9
-10.058097834607047;  -30.623772184997726;  v_10
19.74777958030183;  -5.1669616194699195;  v_11
-27.21288484380572;  -34.80891837117007;  v_12
-34.46274892413046;  7.794655904757221;  v_13
3.2327672311777533;  2.1059680312334024;  v_14
32.44374896707647;  -31.490727387516166;  v_15
17.927105920524227;  -29.36833342575661;  v_16
-16.743390862867685;  -1.7833196496840742;  v_17
-2.789433117018646;  -10.725816701496303;  v_18
-26.18557486501777;  -27.33706527388988;  v_19
