/* The Number of Nodes */
20
/* The Size of the Map */
20
/* The maximum Flight Distance of Drone for a Single Flight */
7
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
18.18276084600324;  -4.6426973707668715;  Depot
0.3597955525762906;  11.456684250858334;  v_1
-19.015114975539767;  -2.5532385034495597;  v_2
5.083556569295556;  11.62222502734112;  v_3
-12.835418962793455;  3.8691976815565283;  v_4
-1.4179427425714195;  -9.921802166264149;  v_5
8.859717827757258;  -12.806253546057018;  v_6
8.664878437145696;  7.001649560951563;  v_7
-16.749990650441813;  7.129075015164968;  v_8
2.5641101790560725;  -16.1567873667314;  v_9
5.061978036224044;  -5.474384706117981;  v_10
2.2249935870861677;  -11.895290488959468;  v_11
19.666741425618206;  13.68446197949445;  v_12
18.81469616096804;  -2.140069880076471;  v_13
-17.312724533129142;  8.68271421750578;  v_14
8.826657546341394;  -0.7953349592393089;  v_15
-15.554682316392622;  -9.592616986524964;  v_16
-6.025788820446557;  13.353752243377905;  v_17
17.027404840602472;  8.760205588503347;  v_18
-0.5778249149294759;  -14.865929066699554;  v_19
