/* The Number of Nodes */
35
/* The Size of the Map */
25
/* The maximum Flight Distance of Drone for a Single Flight */
9
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
18.779878181706756;  -22.79324984758756;  Depot
14.598825936361607;  17.850502628858486;  v_1
13.174463997854609;  -19.592596259517762;  v_2
-3.588329813662689;  -24.24445243550995;  v_3
21.038581020118343;  -1.257705432465393;  v_4
23.629617615599095;  -19.487948626836776;  v_5
9.008832218353035;  0.06369066555132008;  v_6
-9.511505013570487;  16.699808133823737;  v_7
-5.424287175160064;  1.5839789050457576;  v_8
17.94603093059996;  -21.80499795094049;  v_9
24.468114903867168;  13.075938068622186;  v_10
-18.265492036355603;  -10.131783062991296;  v_11
-9.58313763355007;  -5.62749368514125;  v_12
0.984223993134858;  23.213162287862502;  v_13
-0.17256568413887408;  -10.216587240206865;  v_14
24.76920951929928;  24.499751796491395;  v_15
-24.831649845442726;  14.709588009332883;  v_16
-16.174090997527617;  -4.2052343422226635;  v_17
7.653323833356943;  -1.670834034288422;  v_18
13.824723799071691;  -20.662155755756338;  v_19
14.255787672276853;  -11.266795674354285;  v_20
21.301611559932695;  -21.16175605476341;  v_21
-14.887582059250049;  16.983098709686942;  v_22
3.806418227918467;  -17.056990784791925;  v_23
23.449335351649097;  -10.117454141830212;  v_24
13.219455666399703;  10.550099051543441;  v_25
19.41912043697686;  -7.622775271640787;  v_26
13.367158650785768;  -19.8415523186601;  v_27
-11.048386972464176;  -24.186776294490798;  v_28
-10.719548702935949;  23.216173031721624;  v_29
22.379724280011892;  6.201514005131987;  v_30
-3.0116701816926756;  0.41658346846984884;  v_31
-13.523897065438861;  23.028860606265553;  v_32
16.237779039010306;  -23.562235894624074;  v_33
-15.59515562628887;  -9.15250104002318;  v_34
