/* The Number of Nodes */
25
/* The Size of the Map */
25
/* The maximum Flight Distance of Drone for a Single Flight */
9
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
2.0
/* The Locations ( x_coor ; y_coor ; Name ) */
15.148410148007208;  -20.27356523212994;  Depot
-18.59097902490336;  3.835736259786927;  v_1
10.28929915701989;  -11.711649841206528;  v_2
-23.929298339940562;  14.014524350036226;  v_3
16.242142741535282;  10.433082977290866;  v_4
-8.218464758195832;  1.5500706271749536;  v_5
-8.398317416726613;  -14.041091565740633;  v_6
4.079492814279934;  -21.20436554148311;  v_7
2.9478971483859304;  5.153939017668453;  v_8
-22.43119891351082;  17.28437552606976;  v_9
-9.693691438110308;  -14.654668009695982;  v_10
-8.229224590047181;  6.783114089185254;  v_11
-15.908553403871462;  24.60366910958657;  v_12
11.61495686725901;  -17.11226203223209;  v_13
-1.523990648937314;  -8.002880633601269;  v_14
0.34155942852435217;  -2.3623514750011836;  v_15
24.00412593668812;  -17.09199761726191;  v_16
23.933854345504542;  7.733006162016572;  v_17
21.47353438391523;  -11.380240521867185;  v_18
-6.332009388598621;  2.9659942728393496;  v_19
-22.864292729156773;  22.745901527946685;  v_20
-24.424357389974173;  17.18525987771141;  v_21
-0.8127377558165243;  23.623348269050567;  v_22
-15.325035028035588;  -22.38784632853984;  v_23
22.00523493881586;  -12.759793175566442;  v_24
