/* The Number of Nodes */
35
/* The Size of the Map */
30
/* The maximum Flight Distance of Drone for a Single Flight */
9
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
11.004542823093963;  28.40955766444742;  Depot
7.1982616240068324;  11.608825779563034;  v_1
-8.522058937446332;  5.983388437577936;  v_2
-10.55692151765107;  11.434822736899172;  v_3
25.443064870783545;  -14.339488405285968;  v_4
-13.865764930711116;  -5.940348738573849;  v_5
-2.7547623906806358;  -0.34111584017078656;  v_6
-20.029153283969627;  -29.345620115263266;  v_7
7.320677239774007;  -0.05107218640979738;  v_8
-8.212330126017036;  -0.8553891838983461;  v_9
-26.399485039695925;  11.726032043692271;  v_10
28.08984708173344;  -14.262660463585902;  v_11
8.505504647555796;  19.640032353206593;  v_12
-8.462396113139562;  -26.896557800097113;  v_13
6.4837558828149895;  6.5414109079166565;  v_14
-2.4739812550151825;  -0.22757695335945627;  v_15
11.114342785635017;  21.015191553597987;  v_16
-28.016737766902477;  14.025338199708678;  v_17
-8.636433758296334;  5.775168245205144;  v_18
-4.926853543960007;  -1.1578068664520238;  v_19
1.271514671493815;  -6.248135896557219;  v_20
10.002086598574031;  23.495615772584635;  v_21
-3.5263342479303432;  8.202528793488483;  v_22
2.920561782132701;  -10.088088401046626;  v_23
-5.6866478052779215;  25.558367411139677;  v_24
-15.863741043553345;  29.82580944488531;  v_25
-2.2964252189765375;  10.611287093716058;  v_26
20.382519899373968;  -3.6612570322656097;  v_27
11.078761118231306;  10.701921181732544;  v_28
16.375625349182727;  -2.407322039505729;  v_29
-18.296787542674842;  10.866157299034853;  v_30
15.018396949263334;  8.322714220996275;  v_31
14.56109445138408;  -0.9687534449032746;  v_32
-5.622537194626563;  21.190571262499247;  v_33
-5.735781740832454;  -22.38860448487877;  v_34
