/* The Number of Nodes */
15
/* The Size of the Map */
40
/* The maximum Flight Distance of Drone for a Single Flight */
8
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
-18.620956751022348;  20.357581455736877;  Depot
-20.750387947766676;  38.90838356570954;  v_1
16.021433165513834;  14.182075015142473;  v_2
-13.464662569591333;  1.084901858830527;  v_3
3.012542177549477;  0.003555333238821845;  v_4
-33.28881700760411;  -13.534523357718395;  v_5
-27.637772129340874;  8.752600066780438;  v_6
-33.450537369312215;  -18.902948798314803;  v_7
-19.61610660896487;  37.67306590002781;  v_8
-17.084278791768874;  -18.444589190558798;  v_9
-33.53692130135595;  -18.743552152829402;  v_10
11.205804551696957;  -11.808281882145124;  v_11
36.28542494406389;  14.96416663714831;  v_12
1.1029175154918676;  18.912059353653802;  v_13
-20.985553239570216;  3.228338341704557;  v_14
