/* The Number of Nodes */
15
/* The Size of the Map */
35
/* The maximum Flight Distance of Drone for a Single Flight */
5
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
-4.746713898377102;  12.55091462651172;  Depot
27.7782801105012;  -7.618861573520189;  v_1
-25.14841526413654;  -7.326662470511838;  v_2
17.812822084630298;  -0.47547903170612926;  v_3
8.050408986171234;  -1.8377536752773977;  v_4
-21.172795571438513;  -16.098784903321974;  v_5
-26.758292802777813;  31.540155221046845;  v_6
-33.093820798666464;  -8.64165224586067;  v_7
1.3749227917974025;  6.994858056973982;  v_8
21.8017973664708;  -7.025061883752805;  v_9
-10.15939072477282;  -16.73762404108855;  v_10
12.510130391886996;  2.016146438145306;  v_11
12.348953642312104;  -16.889657703867066;  v_12
-0.617213775592603;  -28.12198829402568;  v_13
-23.676923143235815;  19.603721268950373;  v_14
