/* The Number of Nodes */
15
/* The Size of the Map */
40
/* The maximum Flight Distance of Drone for a Single Flight */
7
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
1.5
/* The Locations ( x_coor ; y_coor ; Name ) */
-31.064367867691285;  -29.238203845271258;  Depot
19.970125684024467;  -26.94847491326457;  v_1
-21.912824790695147;  -22.17480334168478;  v_2
-5.7995664283698645;  9.072540675292338;  v_3
24.45642195963157;  15.181642432682693;  v_4
-20.729535640540455;  17.78258612533567;  v_5
1.9690938740785953;  -36.78632392005977;  v_6
28.343984495306117;  -26.51549859689931;  v_7
-36.2578019980041;  -29.67014353426933;  v_8
12.775066841150945;  2.850640598510985;  v_9
-15.248663094244161;  -5.195599986933821;  v_10
24.66448448185463;  -14.85379133068312;  v_11
4.555675104480798;  -25.147296454017656;  v_12
29.129364332181154;  -17.526498236644528;  v_13
-7.278783394846336;  -2.0260616015266777;  v_14
