/* The Number of Nodes */
15
/* The Size of the Map */
25
/* The maximum Flight Distance of Drone for a Single Flight */
7
/* The Speed of the Drone (alpha, Speed ratio of Truck and Drone)*/
3.0
/* The Locations ( x_coor ; y_coor ; Name ) */
-21.03220958867843;  -14.176452710153336;  Depot
16.914154000942474;  17.87407780371005;  v_1
7.243792550947546;  -21.393980157766585;  v_2
8.68188352309567;  -9.387445217879348;  v_3
-0.9354399936004469;  23.388019226738194;  v_4
-24.94993772690402;  -17.871645755697774;  v_5
24.442866520081296;  21.342081025359988;  v_6
4.7428886492778695;  -19.659464767727503;  v_7
-3.1428738818084057;  -9.9379246966164;  v_8
16.951771349450574;  10.461003597482318;  v_9
-7.820509896311794;  -10.701223227888434;  v_10
22.52673944221204;  -4.212226209163283;  v_11
-12.960659035004346;  -12.368922012924566;  v_12
-2.008747279664359;  -8.77025326639848;  v_13
-0.19009277253731938;  -8.74506148882682;  v_14
